UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
9393,L56572,L,297.6,308.1,1437,46.3,149.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-01-24"", ""all_passed"": true}"
9396,L56575,L,297.7,308.2,1500,39.9,158.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-11-28"", ""all_passed"": true}"
9398,M24257,M,297.7,308.2,1370,53.4,162.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-09-09"", ""all_passed"": false}"
9406,M24265,M,297.7,308.1,1469,48.8,183.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois""], ""shift"": ""night"", ""date"": ""2024-09-16"", ""all_passed"": false}"
9410,L56589,L,298.0,308.5,1664,28.3,196.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-21"", ""all_passed"": true}"
9413,L56592,L,298.0,308.5,1702,26.7,203.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-07-22"", ""all_passed"": true}"
9429,H38842,H,298.2,308.8,1837,28.4,34.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-01-25"", ""all_passed"": true}"
9431,L56610,L,298.1,308.7,1671,28.8,41.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-10-05"", ""all_passed"": false}"
9436,L56615,L,298.0,308.7,1443,49.3,52.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-05-15"", ""all_passed"": true}"
9443,M24302,M,298.1,308.8,1394,47.9,70.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-05-14"", ""all_passed"": false}"
9447,H38860,H,298.1,308.9,1388,53.5,83.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-05-06"", ""all_passed"": true}"
9454,H38867,H,298.2,309.0,1360,56.8,107.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-10"", ""all_passed"": true}"
9461,M24320,M,298.4,309.2,1399,45.2,125.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-05-22"", ""all_passed"": true}"
9464,M24323,M,298.5,309.3,1552,36.8,133.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois""], ""shift"": ""night"", ""date"": ""2024-10-23"", ""all_passed"": true}"
9468,L56647,L,298.6,309.3,1702,27.6,143.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""night"", ""date"": ""2024-10-13"", ""all_passed"": true}"
9478,M24337,M,298.8,309.6,1693,33.3,170.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-10-13"", ""all_passed"": true}"
9480,H38893,H,298.9,309.6,1600,33.5,175.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-10-02"", ""all_passed"": true}"
9482,L56661,L,298.9,309.6,1365,50.9,183.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-08-14"", ""all_passed"": true}"
9483,H38896,H,298.8,309.6,1309,57.4,185.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""night"", ""date"": ""2024-01-07"", ""all_passed"": true}"
9484,H38897,H,298.9,309.6,1546,35.3,190.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-04-16"", ""all_passed"": true}"
9494,L56673,L,299.1,309.8,1398,55.4,217.0,1,Overstrain Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-02-17"", ""all_passed"": false}"
9496,H38909,H,299.3,310.0,1373,44.8,221.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-11-17"", ""all_passed"": true}"
9507,H38920,H,299.3,310.4,1548,41.6,25.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois""], ""shift"": ""day"", ""date"": ""2024-07-18"", ""all_passed"": true}"
9508,L56687,L,299.3,310.5,1505,38.8,30.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-05-10"", ""all_passed"": true}"
9515,L56694,L,299.0,310.1,1416,45.9,47.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-12-26"", ""all_passed"": true}"
9525,H38938,H,299.0,310.3,1658,27.6,69.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-03-21"", ""all_passed"": true}"
9537,L56716,L,299.3,310.5,1818,26.0,102.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-06-13"", ""all_passed"": true}"
9538,M24397,M,299.3,310.6,1457,42.1,104.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""day"", ""date"": ""2024-10-30"", ""all_passed"": true}"
9545,L56724,L,299.6,311.0,1708,31.0,122.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-11-25"", ""all_passed"": true}"
9549,L56728,L,299.6,311.1,1521,37.2,131.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-12-11"", ""all_passed"": true}"
9556,H38969,H,299.4,310.8,1585,31.4,149.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois""], ""shift"": ""swing"", ""date"": ""2024-01-29"", ""all_passed"": true}"
9557,L56736,L,299.5,310.8,1374,48.3,154.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-04-01"", ""all_passed"": false}"
9574,L56753,L,299.7,310.9,1491,40.1,195.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-09-29"", ""all_passed"": true}"
9576,M24435,M,299.6,310.8,1603,35.4,202.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-05-11"", ""all_passed"": false}"
9580,L56759,L,299.5,310.7,1589,33.5,5.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-09-14"", ""all_passed"": true}"
9587,L56766,L,299.4,310.6,1348,54.5,22.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-02-07"", ""all_passed"": true}"
9615,M24474,M,299.1,310.3,1441,43.9,94.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-01-13"", ""all_passed"": true}"
9616,M24475,M,299.0,310.2,1564,39.9,97.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-27"", ""all_passed"": false}"
9617,L56796,L,298.9,310.1,1580,37.3,100.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-02-14"", ""all_passed"": true}"
9619,L56798,L,299.0,310.1,1447,42.8,104.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-05-02"", ""all_passed"": true}"
9621,L56800,L,298.9,310.0,1470,45.9,109.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-09-17"", ""all_passed"": false}"
9625,H39038,H,299.0,310.1,1555,38.6,118.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-06-28"", ""all_passed"": true}"
9629,H39042,H,299.0,310.0,1569,34.3,132.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-10-03"", ""all_passed"": true}"
9634,H39047,H,299.1,310.1,1421,41.2,149.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-11-28"", ""all_passed"": true}"
9640,L56819,L,299.3,310.4,1725,26.8,167.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-03-16"", ""all_passed"": true}"
9644,L56823,L,299.4,310.4,1509,40.6,175.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-08"", ""all_passed"": true}"
9646,L56825,L,299.4,310.5,1749,28.1,179.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-04-06"", ""all_passed"": false}"
9654,L56833,L,299.0,309.9,1373,55.7,201.0,1,Overstrain Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-10-22"", ""all_passed"": true}"
9656,H39069,H,299.1,310.0,1431,49.5,205.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-11-14"", ""all_passed"": true}"
9662,H39075,H,299.0,310.0,1458,44.9,221.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-07-05"", ""all_passed"": true}"
9670,L56849,L,299.1,310.3,1619,31.1,242.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-09-13"", ""all_passed"": false}"
9674,M24533,M,299.0,310.1,1593,35.4,5.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-07-22"", ""all_passed"": true}"
9679,M24538,M,299.1,310.2,1711,28.1,17.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-04-09"", ""all_passed"": true}"
9696,L56875,L,298.9,309.9,1592,32.0,60.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""swing"", ""date"": ""2024-03-30"", ""all_passed"": true}"
9701,M24560,M,298.9,309.8,1353,53.7,71.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""day"", ""date"": ""2024-06-25"", ""all_passed"": true}"
9712,H39125,H,299.1,310.1,1429,42.9,96.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""swing"", ""date"": ""2024-01-21"", ""all_passed"": true}"
9715,L56894,L,299.1,310.1,1894,20.1,106.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-12-01"", ""all_passed"": true}"
9716,L56895,L,299.1,310.1,1373,55.6,108.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Jensen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-12-24"", ""all_passed"": true}"
9717,H39130,H,299.0,310.0,1387,45.2,110.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-10-31"", ""all_passed"": false}"
9722,L56901,L,298.8,309.8,1490,40.6,124.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""night"", ""date"": ""2024-05-31"", ""all_passed"": true}"
9724,L56903,L,298.8,309.8,1599,33.6,131.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-04-30"", ""all_passed"": true}"
9729,L56908,L,298.8,309.8,1563,33.7,143.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-06-13"", ""all_passed"": true}"
9730,L56909,L,298.7,309.8,1695,29.0,145.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-10-05"", ""all_passed"": true}"
9731,L56910,L,298.8,310.0,1528,36.7,147.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-09-04"", ""all_passed"": true}"
9739,L56918,L,299.0,310.0,1509,38.0,168.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-11-03"", ""all_passed"": true}"
9744,L56923,L,298.9,310.2,1562,42.5,179.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-11-04"", ""all_passed"": true}"
9758,M24617,M,298.6,309.9,1517,34.0,215.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-09-04"", ""all_passed"": true}"
9760,L56939,L,298.5,309.7,1613,36.7,0.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-02-13"", ""all_passed"": true}"
9774,L56953,L,298.5,309.4,1560,37.9,37.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-08-24"", ""all_passed"": true}"
9775,H39188,H,298.6,309.5,1375,41.0,39.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-10-22"", ""all_passed"": true}"
9776,M24635,M,298.6,309.5,1684,27.8,44.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-05-17"", ""all_passed"": true}"
9778,L56957,L,298.6,309.6,1387,57.6,50.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-02-16"", ""all_passed"": true}"
9779,H39192,H,298.7,309.7,1311,54.5,52.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-10-02"", ""all_passed"": false}"
9785,M24644,M,298.7,309.8,1435,48.8,71.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Dubois""], ""shift"": ""day"", ""date"": ""2024-12-20"", ""all_passed"": true}"
9788,H39201,H,298.6,309.5,1420,50.4,82.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-07-08"", ""all_passed"": true}"
9794,H39207,H,298.5,309.4,1414,46.7,102.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-12-17"", ""all_passed"": true}"
9797,H39210,H,298.4,309.3,1694,30.9,111.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-08-08"", ""all_passed"": false}"
9800,M24659,M,298.5,309.3,1551,34.7,121.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Dubois""], ""shift"": ""day"", ""date"": ""2024-01-16"", ""all_passed"": false}"
9803,H39216,H,298.4,309.3,1984,19.2,132.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-01-22"", ""all_passed"": true}"
9805,L56984,L,298.4,309.1,1467,42.5,139.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-10-24"", ""all_passed"": true}"
9806,L56985,L,298.4,309.2,1651,28.5,141.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""night"", ""date"": ""2024-06-06"", ""all_passed"": true}"
9810,M24669,M,298.2,309.0,1353,50.3,150.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-10-24"", ""all_passed"": true}"
9811,L56990,L,298.1,309.0,1502,40.9,153.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-10-24"", ""all_passed"": true}"
9813,M24672,M,298.2,309.1,1411,45.8,157.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-12-13"", ""all_passed"": true}"
9817,M24676,M,298.5,309.2,1721,29.4,170.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""night"", ""date"": ""2024-11-15"", ""all_passed"": true}"
9823,L57002,L,298.5,309.4,1360,60.9,187.0,1,Overstrain Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-04-10"", ""all_passed"": true}"
9827,L57006,L,298.4,309.2,1345,52.7,196.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""day"", ""date"": ""2024-02-26"", ""all_passed"": false}"
9830,M24689,M,298.4,309.4,1429,41.8,203.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""night"", ""date"": ""2024-02-14"", ""all_passed"": true}"
9832,L57011,L,298.4,309.3,1542,35.4,208.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-12-25"", ""all_passed"": true}"
9840,M24699,M,298.4,309.2,1491,51.2,13.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-06-23"", ""all_passed"": true}"
9845,H39258,H,298.3,309.1,1484,37.0,28.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""night"", ""date"": ""2024-12-29"", ""all_passed"": true}"
9853,L57032,L,298.6,309.4,1316,51.4,52.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""day"", ""date"": ""2024-11-22"", ""all_passed"": true}"
9857,L57036,L,298.6,309.5,1450,44.2,63.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-05-10"", ""all_passed"": false}"
9858,M24717,M,298.6,309.5,1366,55.0,65.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-03-30"", ""all_passed"": true}"
9861,H39274,H,298.7,309.6,1755,26.9,73.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-03-21"", ""all_passed"": false}"
9868,L57047,L,299.0,309.9,1411,44.7,94.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-09-25"", ""all_passed"": true}"
9869,L57048,L,298.9,309.9,1526,35.4,96.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-03-14"", ""all_passed"": true}"
9876,M24735,M,298.9,309.8,1363,50.6,115.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-07-22"", ""all_passed"": true}"
9877,H39290,H,298.8,309.7,1461,55.1,118.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois""], ""shift"": ""swing"", ""date"": ""2024-11-10"", ""all_passed"": true}"
9884,H39297,H,298.7,309.6,1654,34.3,136.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-12-25"", ""all_passed"": true}"
9893,H39306,H,298.9,309.7,1407,48.6,161.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-09-27"", ""all_passed"": true}"
9898,L57077,L,298.8,309.3,1357,47.1,176.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-10-09"", ""all_passed"": true}"
9902,M24761,M,298.7,309.2,1423,48.9,187.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""swing"", ""date"": ""2024-11-27"", ""all_passed"": true}"
9903,H39316,H,298.7,309.3,1402,45.3,190.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-02-06"", ""all_passed"": false}"
9905,L57084,L,298.6,309.1,1537,35.7,198.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-11-25"", ""all_passed"": true}"
9906,M24765,M,298.7,309.1,1423,49.5,200.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-02-07"", ""all_passed"": true}"
9923,H39336,H,298.6,308.8,1566,39.1,36.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-11-14"", ""all_passed"": true}"
9924,M24783,M,298.5,308.7,1615,33.3,41.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-10-04"", ""all_passed"": true}"
9927,M24786,M,298.5,308.6,1897,20.2,50.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-07"", ""all_passed"": true}"
9930,H39343,H,298.4,308.4,1479,39.2,58.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-04-06"", ""all_passed"": false}"
9937,H39350,H,298.3,308.2,1534,33.2,75.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-08-13"", ""all_passed"": true}"
9940,H39353,H,298.3,308.1,2636,12.8,84.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-11-17"", ""all_passed"": false}"
9941,M24800,M,298.3,308.1,1722,28.6,89.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-03-23"", ""all_passed"": true}"
9944,M24803,M,298.3,308.0,1766,26.0,96.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-02-08"", ""all_passed"": true}"
9948,M24807,M,298.2,307.9,1529,36.6,105.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-09-26"", ""all_passed"": true}"
9955,M24814,M,298.1,307.9,1446,42.8,121.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-07-01"", ""all_passed"": true}"
